FBG data file in Text:
Start Time now : 2017.1.11 15:44:37
Save Speed : 4000 Hz
1	4	0	0	0	1550.0034	1556.1475	1552.0923	1547.8909	1543.9313	
1	4	0	0	0	1550.0017	1556.1484	1552.0964	1547.8899	1543.9286	
1	4	0	0	0	1550.0011	1556.1473	1552.0909	1547.8905	1543.9297	
1	4	0	0	0	1550.0021	1556.1439	1552.0947	1547.8916	1543.9297	
1	4	0	0	0	1550.0040	1556.1490	1552.0918	1547.8866	1543.9296	
1	4	0	0	0	1550.0051	1556.1422	1552.0890	1547.8921	1543.9329	
1	4	0	0	0	1550.0044	1556.1471	1552.0914	1547.8907	1543.9301	
1	4	0	0	0	1550.0026	1556.1442	1552.0909	1547.8927	1543.9316	
1	4	0	0	0	1550.0044	1556.1484	1552.0919	1547.8905	1543.9333	
1	4	0	0	0	1550.0032	1556.1484	1552.0925	1547.8910	1543.9307	
1	4	0	0	0	1550.0031	1556.1461	1552.0919	1547.8929	1543.9342	
1	4	0	0	0	1550.0029	1556.1486	1552.0944	1547.8900	1543.9297	
1	4	0	0	0	1550.0035	1556.1490	1552.0906	1547.8896	1543.9299	
1	4	0	0	0	1550.0063	1556.1473	1552.0935	1547.8900	1543.9313	
1	4	0	0	0	1550.0044	1556.1490	1552.0917	1547.8883	1543.9305	
1	4	0	0	0	1550.0048	1556.1465	1552.0925	1547.8940	1543.9286	
1	4	0	0	0	1550.0046	1556.1467	1552.0928	1547.8878	1543.9343	
1	4	0	0	0	1550.0049	1556.1473	1552.0873	1547.8921	1543.9292	
1	4	0	0	0	1550.0040	1556.1453	1552.0947	1547.8945	1543.9319	
1	4	0	0	0	1550.0027	1556.1460	1552.0931	1547.8939	1543.9352	
1	4	0	0	0	1550.0032	1556.1453	1552.0929	1547.8921	1543.9330	
1	4	0	0	0	1550.0040	1556.1467	1552.0925	1547.8922	1543.9320	
1	4	0	0	0	1550.0049	1556.1498	1552.0918	1547.8894	1543.9297	
1	4	0	0	0	1550.0040	1556.1455	1552.0936	1547.8910	1543.9326	
1	4	0	0	0	1550.0000	1556.1487	1552.0925	1547.8895	1543.9296	
